issue,title,previous_state,disposition,result_state,priority,area,kind,related_remediation,rationale,evidence
492,"quand j'utilise les raccourcis pour affiché les properties dans motion (P, U, s.",CLOSED,retain_closed,CLOSED,P2,Animation,Bug,R08; R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/492; https://github.com/mysteropodes/nemo/issues/492#issuecomment-5481509949
493,encore pas al d'éléments en français dans la version english comme éléments par ,CLOSED,retain_closed,CLOSED,P2,UI,Bug,R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/493; https://github.com/mysteropodes/nemo/issues/493#issuecomment-5481510349
494,encore beaucoup d'erreur pour le panel stroke quand on on modifie un stroke sele,CLOSED,retain_closed,CLOSED,P2,UI,Bug,R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/494; https://github.com/mysteropodes/nemo/issues/494#issuecomment-5481510737
495,quand on fait un nouveau layer il faut que celui ci soit select automatiquement,CLOSED,retain_closed,CLOSED,P2,UI,Bug,R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/495; https://github.com/mysteropodes/nemo/issues/495#issuecomment-5481511113
496,dans un componant il est impossible de select plusisuers éléments en même temps ,CLOSED,retain_closed,CLOSED,P2,UI,Bug,R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/496; https://github.com/mysteropodes/nemo/issues/496#issuecomment-5481511749
497,impossible d'aller de motion à animation 2D ou l'inverse si on est dans un compo,CLOSED,retain_closed,CLOSED,P2,Animation,Bug,R08; R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/497; https://github.com/mysteropodes/nemo/issues/497#issuecomment-5481512333
498,la partie fill dans le panel droite s'applique au stroke et tout ne marche pas b,OPEN,close_completed,CLOSED,P1,Renderer,Bug,R16; R17; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/498; https://github.com/mysteropodes/nemo/issues/498#issuecomment-5481512886; https://github.com/mysteropodes/nemo/pull/274; https://github.com/mysteropodes/nemo/commit/4d687bc9722fb315cda2e58673a5b111a4959b5f
499,problème d'affichage d'ui dans la timeline de motion quand on fait U pour affich,CLOSED,retain_closed,CLOSED,P2,Animation,Bug,R08; R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/499; https://github.com/mysteropodes/nemo/issues/499#issuecomment-5481513227; https://github.com/mysteropodes/nemo/commit/08e8b02174c285f3856459122585b63af6f46c5d
500,un effet deform encore le canvas alors qu'il doit pas être déformé normalement,OPEN,close_completed,CLOSED,P1,Renderer,Bug,R16; R17; R18; R12,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/500; https://github.com/mysteropodes/nemo/issues/500#issuecomment-5481513661; https://github.com/mysteropodes/nemo/pull/299; https://github.com/mysteropodes/nemo/commit/6fd94c4accf0155787ae6b99fb3ce3217c1ee3d5
501,probleme d'affichage lors de l'édition d'un texte,OPEN,keep_validate,OPEN,P2,UI,Bug,R13; R18,"Commit c85162d is in current main, but the owner explicitly did not reproduce the exact in-place editor gesture after the change. Keep for focused visual validation before closure.",https://github.com/mysteropodes/nemo/issues/501; https://github.com/mysteropodes/nemo/issues/501#issuecomment-5481513937; https://github.com/mysteropodes/nemo/commit/c85162decdba81a65991a51959389f323095c32a
502,pouruoi la pressure brush en vecto à un contour de contour plus foncé et tous le,OPEN,close_completed,CLOSED,P1,Renderer,Bug,R16; R17; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/502; https://github.com/mysteropodes/nemo/issues/502#issuecomment-5481514372; https://github.com/mysteropodes/nemo/commit/c1699af57331cc0e667cb0f8d875875171787ab7
503,comme dans after effects il faudrait voir un filet du calque pendant le drag de ,OPEN,close_completed,CLOSED,P3,Animation,Feature,R08; R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/503; https://github.com/mysteropodes/nemo/issues/503#issuecomment-5481515082; https://github.com/mysteropodes/nemo/commit/c1699af57331cc0e667cb0f8d875875171787ab7
504,quand on select plusieurs calque il faudrait select aussi dans le canvas et pouv,CLOSED,retain_closed,CLOSED,P2,UI,Feature,R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/504; https://github.com/mysteropodes/nemo/issues/504#issuecomment-5481515424
505,quand on est sur l'outil select et que l'on clic sur un endroit du canvas vide c,CLOSED,retain_closed,CLOSED,P2,UI,Bug,R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/505; https://github.com/mysteropodes/nemo/issues/505#issuecomment-5481515771
506,les in et out point pas assez contrasté quand c'est select,OPEN,close_completed,CLOSED,P3,UI,Bug,R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/506; https://github.com/mysteropodes/nemo/issues/506#issuecomment-5481516140; https://github.com/mysteropodes/nemo/pull/275; https://github.com/mysteropodes/nemo/commit/f9b650b947d378a60abae7985b93d6b890639a6f
507,dans le menu burger le about va pas directement sur about,CLOSED,retain_closed,CLOSED,P3,UI,Bug,R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/507; https://github.com/mysteropodes/nemo/issues/507#issuecomment-5481516450
508,il manque une barre de recherche en tapant le nom de l'effet dans add effect,CLOSED,retain_closed,CLOSED,P2,UI,Feature,R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/508; https://github.com/mysteropodes/nemo/issues/508#issuecomment-5481516799
509,pour le calque null celui ci doit être comme sur after un petit bounding box que,CLOSED,retain_closed,CLOSED,P1,Animation,Feature,R08; R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/509; https://github.com/mysteropodes/nemo/issues/509#issuecomment-5481517272
510,Pour les effets WGSL il faudrait travaillé l'échantillonage pour la preview que ,CLOSED,retain_closed,CLOSED,P1,Renderer,Feature,R16; R17; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/510; https://github.com/mysteropodes/nemo/issues/510#issuecomment-5481517784
511,pour les brush vecto j'aimerais que tu t'inspire de celles qu'il y a là dedans a,CLOSED,retain_closed,CLOSED,P2,Renderer,Feature,R16; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/511; https://github.com/mysteropodes/nemo/issues/511#issuecomment-5481518204
512,test ju,CLOSED,retain_closed,CLOSED,P3,DevEx,Task,R01,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/512; https://github.com/mysteropodes/nemo/issues/512#issuecomment-5481518638
513,"il faudrait pouvoir faire pomme + a pour tout selectionner, et effacer avec back",CLOSED,retain_closed,CLOSED,P2,UI,Feature,R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/513; https://github.com/mysteropodes/nemo/issues/513#issuecomment-5481518967
514,pomme en cliquant pour passer a l outil selection,CLOSED,retain_closed,CLOSED,P2,UI,Feature,R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/514; https://github.com/mysteropodes/nemo/issues/514#issuecomment-5481519254; https://github.com/mysteropodes/nemo/pull/231
515,"fill brush bug et ne fait pas une forme qui rempli
",CLOSED,retain_closed,CLOSED,P1,Renderer,Bug,R16; R17; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/515; https://github.com/mysteropodes/nemo/issues/515#issuecomment-5481519765; https://github.com/mysteropodes/nemo/commit/19df13cad5a3a529d943c22976ba02de4957fb5f
516,il faudrait des raccourcis clavier pour naviguer dans la timeline au moins de cl,CLOSED,retain_closed,CLOSED,P2,Animation,Feature,R08; R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/516; https://github.com/mysteropodes/nemo/issues/516#issuecomment-5481520156
517,"peut etre mettre le delete pour une line, un stroke dans el menu radial
",CLOSED,retain_closed,CLOSED,P3,UI,Feature,R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/517; https://github.com/mysteropodes/nemo/issues/517#issuecomment-5481520763
518,ajouter possibilité de zoomer/dezoomer juste en passant la souris ici.Ou une com,CLOSED,retain_closed,CLOSED,P3,UI,Feature,R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/518; https://github.com/mysteropodes/nemo/issues/518#issuecomment-5481521065
519,si la fzentre de feedback est trop basse dans le cran aucun moyen de la faire de,CLOSED,retain_closed,CLOSED,P2,UI,Bug,R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/519; https://github.com/mysteropodes/nemo/issues/519#issuecomment-5481521372; https://github.com/mysteropodes/nemo/commit/19df13cad5a3a529d943c22976ba02de4957fb5f
520,"séparer outil lasso et transformation, sinon impossible de bouger et transformer",CLOSED,retain_closed,CLOSED,P1,UI,Bug,R13; R18,Maintainer explicitly closed the delivered scope and deferred residual capability or reproduction pending a more specific need/report. No later contradictory evidence appears; preserve that decision. The closed issue contains an explicit paused investigation: the stylus/Cintiq lasso-versus-transform failure was not reproduced and a concrete pointer-event path remains suspect. ,https://github.com/mysteropodes/nemo/issues/520; https://github.com/mysteropodes/nemo/issues/520#issuecomment-5481521659
521,"posibilité d acceder au point de pivot d une selection, ou groupe de selection",CLOSED,retain_closed,CLOSED,P2,UI,Feature,R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/521; https://github.com/mysteropodes/nemo/issues/521#issuecomment-5481522119
522,"apres avoir fait un raccourci clavier, commande + espace ( mac), impossible de r",CLOSED,retain_closed,CLOSED,P1,Platform,Bug,R09; R21,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/522; https://github.com/mysteropodes/nemo/issues/522#issuecomment-5481522729; https://github.com/mysteropodes/nemo/commit/19df13cad5a3a529d943c22976ba02de4957fb5f
523,ajoutert la possibilité d enregistrer les parametres de reglage de l outil ( dia,CLOSED,retain_closed,CLOSED,P2,UI,Feature,R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/523; https://github.com/mysteropodes/nemo/issues/523#issuecomment-5481523103
524,"il faudrait que la gomme puisse se regler comme le pinceau, et se comporter comm",CLOSED,retain_closed,CLOSED,P2,Renderer,Feature,R16; R17; R18,"Maintainer explicitly closed the delivered scope and deferred residual capability or reproduction pending a more specific need/report. No later contradictory evidence appears; preserve that decision. The owner labels the delivery partial: pressure, resize, and stabilization landed, while square-tip and soft/alpha erasing requested by the comparison remain unimplemented. ",https://github.com/mysteropodes/nemo/issues/524; https://github.com/mysteropodes/nemo/issues/524#issuecomment-5481523502; https://github.com/mysteropodes/nemo/pull/231
525,"l icone a lecran pour la gomme est juste un pointeur main, pas assez precis, rep",CLOSED,retain_closed,CLOSED,P3,UI,Bug,R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/525; https://github.com/mysteropodes/nemo/issues/525#issuecomment-5481523857; https://github.com/mysteropodes/nemo/pull/231; https://github.com/mysteropodes/nemo/commit/19df13cad5a3a529d943c22976ba02de4957fb5f
526,"Parfois, je suis un pinceau, j ai réglé ma brush, je change d outil, je dois re-",OPEN,close_completed,CLOSED,P2,UI,Feature,R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/526; https://github.com/mysteropodes/nemo/issues/526#issuecomment-5481524311; https://github.com/mysteropodes/nemo/pull/276; https://github.com/mysteropodes/nemo/commit/2b48f4d106dc722448fa48c2eec52ead7aae6376
527,le menu element s ouvre systematiquement a chaque trait,CLOSED,retain_closed,CLOSED,P3,UI,Bug,R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/527; https://github.com/mysteropodes/nemo/issues/527#issuecomment-5481524770; https://github.com/mysteropodes/nemo/pull/231
528," l outil lasso ne s active pas, ne selectionne rien, aucun effet
",OPEN,close_completed,CLOSED,P2,UI,Bug,R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/528; https://github.com/mysteropodes/nemo/issues/528#issuecomment-5481525242; https://github.com/mysteropodes/nemo/pull/277; https://github.com/mysteropodes/nemo/commit/ff24dab64e18e576ce7b87a5f59ff7f3a32864be
